record_id,parcel_id_raw,parcel_id_clean,parcel_id_type,flag_category,flag_reason,current_holder,prior_party,location,area,commission_recommendation,source_volume,source_page,flag_source_csv,notes,forest,reserved_use,current_use,allottee_id,allottee_address,legal_gazette_notice,registration_date,title_issue_date,status,needs_manual_review
annex_10_nakuru_ngongongeri_forest_excision_5325,1162,NGONGONGERI/1162,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Harkman Muiruri Muhui 1/2 share,,Ngongongeri,,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,Issued 27/01/200,Ngongongeri,,,I D 0512480,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5326,1163,NGONGONGERI/1163,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Wilson Wacun Kamanu 1/2 share,,Ngongongeri,,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,1177397,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5327,1164,NGONGONGERI/1164,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Samuel K Ngetich,,Ngongongeri,2.87,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4014366,3386 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5328,1165,NGONGONGERI/1165,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5329,1166,NGONGONGERI/1166,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,1091-1131 Hardcopy Missing,,Ngongongeri,,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5330,1167,NGONGONGERI/1167,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5331,1168,NGONGONGERI/1168,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Wilson Chebon Kandagor,,Ngongongeri,2.38,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0602547,35 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5332,1169,NGONGONGERI/1169,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Gidion Kiptoo Chesiyna,,Ngongongeri,2.02,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,7149173,14604 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5333,1170,NGONGONGERI/1170,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5334,1171,NGONGONGERI/1171,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Kenneth Kiptoon Chesiyna,,Ngongongeri,2.02,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0603299,14604 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5335,1172,NGONGONGERI/1172,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Hellen Jepkoech Eggo,,Ngongongeri,2.02,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,6597709,162 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5336,1173,NGONGONGERI/1173,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Isaiah Kiprop Kelwon,,Ngongongeri,2.02,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,1371533,79 Kabanet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5337,1174,NGONGONGERI/1174,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Musa Kimosop Komen,,Ngongongeri,2.3,,2,468,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0328959,35 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5338,1175,NGONGONGERI/1175,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Samuel Chepkongo Cherutich,,Ngongongeri,2.25,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4536154,36 Kampy Ya Samaki,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5339,1176,NGONGONGERI/1176,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Esley Kimutai Ngeno,,Ngongongeri,3.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,3852209,2902 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5340,1177,NGONGONGERI/1177,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Charles B Sigowo,,Ngongongeri,4.04,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0867683,740 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5341,1178,NGONGONGERI/1178,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Nelson Ogeto Sese,,Ngongongeri,4.04,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0371543,52077 Nairobi,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5342,1179,NGONGONGERI/1179,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Amos Kipkoech Chesang,,Ngongongeri,3.13,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4544126,93 Tenges,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5343,1180,NGONGONGERI/1180,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Kefa Ombati Ouko,,Ngongongeri,3.13,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,112187,204 Nyasiongo,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5344,1181,NGONGONGERI/1181,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Joyce Kigen,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,13063477,3692 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5345,1182,NGONGONGERI/1182,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Joel Bufrord Ouko Ntabo,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,2830204,204 Nyasiongo,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5346,1183,NGONGONGERI/1183,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Mark Bokindo Kinanda,,Ngongongeri,2.22,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0327883,410 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5347,1184,NGONGONGERI/1184,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Charity Chepkonga,,Ngongongeri,2.64,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,7469819,6 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5348,1185,NGONGONGERI/1185,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5349,1186,NGONGONGERI/1186,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Ronald Kimutai Kirui,,Ngongongeri,1.21,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,22263085,67 Mogotio,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5350,1187,NGONGONGERI/1187,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Daniel Cheserem,,Ngongongeri,2.43,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0335176,78 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5351,1188,NGONGONGERI/1188,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Susan E Kipsangut,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,5999365,78 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5352,1189,NGONGONGERI/1189,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Ali Kiprono Suleimani,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,1602063,273 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5353,1190,NGONGONGERI/1190,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Daniel Bosco Obebo,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4141880,30599 Nairobi,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5354,1191,NGONGONGERI/1191,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Richard Kipkeneri Komen,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4548323,258 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5355,1192,NGONGONGERI/1192,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Daniel Bosco Obebo,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4141880,30599 Nairobi,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5356,1193,NGONGONGERI/1193,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,William Kiplimo Komen,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0335627,418 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5357,1194,NGONGONGERI/1194,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Evans Saboati Mochache,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0378239,647 Nairobi,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5358,1195,NGONGONGERI/1195,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Simon Kiptiget Kainamgut,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,3503600,158 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5359,1196,NGONGONGERI/1196,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Thomas Momanyi Nyakundi,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,00466896,22867 Nairobi,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5360,1197,NGONGONGERI/1197,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,William Kiplangat Maina,,Ngongongeri,3.05,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4639674,11030 Nairobi,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5361,1198,NGONGONGERI/1198,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5362,1199,NGONGONGERI/1199,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Wellington Rono,,Ngongongeri,2.02,,2,469,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,9676564,47 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5363,1200,NGONGONGERI/1200,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Zakaria Chepyegon Kestany,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4013021,740 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5364,1201,NGONGONGERI/1201,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Charles Kiprotich Yego,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,7233210,64 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5365,1202,NGONGONGERI/1202,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Isaac Tuigong Chemobo,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4014830,93 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5366,1203,NGONGONGERI/1203,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Aszel Ntabo,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,2752324,74 Gesima,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5367,1204,NGONGONGERI/1204,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Evelyn Sote Cheboiwo,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0483859,264 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5368,1205,NGONGONGERI/1205,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Kefa Ombati Ouko,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,11112187,204 Nyasiongo,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5369,1206,NGONGONGERI/1206,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Joel Bufrord Ouko Ntabo,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,2830204,204 Nyasiongo,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5370,1207,NGONGONGERI/1207,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Christine Kisoro,,Ngongongeri,3.08,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,10747513,264 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5371,1208,NGONGONGERI/1208,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Kefa Ombati Ouko,,Ngongongeri,3.08,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,11112187,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5372,1209,NGONGONGERI/1209,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Joel Bufrord Ouko Ntabo,,Ngongongeri,3.08,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,2830204,240 Nyamsiongo,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5373,1210,NGONGONGERI/1210,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Thomas Kiptoo Tuikong,,Ngongongeri,5.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0252130,155 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5374,1211,NGONGONGERI/1211,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Robert Kiprono Korir,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,14564138,386 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5375,1212,NGONGONGERI/1212,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,John Kipkoech Chepwony,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4545318,99 Tenges,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5376,1213,NGONGONGERI/1213,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Col Gideon Kavandi Munyoki,,Ngongongeri,4.05,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,8670627,305 Nairobi,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5377,1214,NGONGONGERI/1214,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Joseph Murutihi Mugendi,,Ngongongeri,0.046,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0330941,14034 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5378,1215,NGONGONGERI/1215,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Ronald M Cherongony,,Ngongongeri,4.05,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,7899605,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5379,1216,NGONGONGERI/1216,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Idris Kipruto Tommo,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,21986019,26 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5380,1217,NGONGONGERI/1217,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Issa Kiplangat Tommo,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4013891,26 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5381,1218,NGONGONGERI/1218,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5382,1219,NGONGONGERI/1219,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Joseph L Mugung,,Ngongongeri,1.08,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,3530255,956 Eldoret,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5383,1220,NGONGONGERI/1220,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Paul Kiptoon Amdany,,Ngongongeri,4.05,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,893236/70,342 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5384,1221,NGONGONGERI/1221,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Hosea Kipkoech Sogomo,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0335437,Emiinng Via Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5385,1222,NGONGONGERI/1222,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Viola Jepkosgei Munyoki,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0334187,301 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5386,1223,NGONGONGERI/1223,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Hawa Jebet Kigen,,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0931184,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5387,1224,NGONGONGERI/1224,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Haji Kipgetuny Tommo (Minor),,Ngongongeri,2.02,,2,470,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,26 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5388,1225,NGONGONGERI/1225,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5389,1226,NGONGONGERI/1226,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Salome C Chesir,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,6294584,281 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5390,1227,NGONGONGERI/1227,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Daniel Kandie Ronoh,,Ngongongeri,2.98,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,8892079,3855 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5391,1228,NGONGONGERI/1228,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Anthony Bundotich Cheboiwo,,Ngongongeri,4.05,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,8892436,264 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5392,1229,NGONGONGERI/1229,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Shadrack Kipkwakwae Kimio,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0476582,234 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5393,1230,NGONGONGERI/1230,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Julius Kimutai Ngotie,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,8893111,294 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5394,1231,NGONGONGERI/1231,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Isack Mundui Salgong,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,884 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5395,1232,NGONGONGERI/1232,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Justus K Mundui,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,12440775,84 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5396,1233,NGONGONGERI/1233,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Isaac Kipkosget Tuikong,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4534870,193 Molo,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5397,1234,NGONGONGERI/1234,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Susan Katiba,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,3145063,281 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5398,1235,NGONGONGERI/1235,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Dickson Momanyi Osiemo,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,5951826,7262 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5399,1236,NGONGONGERI/1236,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5400,1237,NGONGONGERI/1237,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,David K Kurgai,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,1770510,93 Londiani,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5401,1238,NGONGONGERI/1238,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Jackson Kipngok,,Ngongongeri,1.92,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,7899504,42 Tenges,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5402,1239,NGONGONGERI/1239,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Mary Stella Chelangat Sitonik,,Ngongongeri,4.37,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,16066782,491 Sotik,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5403,1240,NGONGONGERI/1240,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Mathew Kipkemoi Kimokiy,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4018602,904 E/Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5404,1241,NGONGONGERI/1241,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Daniel Rono,,Ngongongeri,4.05,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,5295349,281 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5405,1242,NGONGONGERI/1242,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Mongare Gekonga,,Ngongongeri,4.05,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,9148912,14594 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5406,1243,NGONGONGERI/1243,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Isiah K Chebet,,Ngongongeri,1.95,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,3463032,13639 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5407,1244,NGONGONGERI/1244,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Samuel C Yegon,,Ngongongeri,4.05,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,4535783,429 Kabarnet,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5408,1245,NGONGONGERI/1245,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Josphat Kigen,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,7026594,107 Eldama Ravine,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5409,1246,NGONGONGERI/1246,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Jemia Chemoior,,Ngongongeri,2.02,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,0988599,7200 Nakuru,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5410,1247,NGONGONGERI/1247,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,Selly Chepkutuu Kurgat,,Ngongongeri,1.86,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,13011779,93 Londiani,,,,,0
annex_10_nakuru_ngongongeri_forest_excision_5411,1248,NGONGONGERI/1248,plot,forest_excision_allotment,Plot allocated in excised Ngongongeri Forest,,,Ngongongeri,,,2,471,annex_10_nakuru_ngongongeri_forest_excision.csv,,Ngongongeri,,,,,,,,,0
